"Customer_Name","Promo_Transactions","Total_Transactions","Promo_Response_Rate"
Matthew Marshall,13,19,68.42
Anthony Lopez,26,38,68.42
Jason Allen,26,38,68.42
Stephanie Carter,13,19,68.42
Brandon Phillips,13,19,68.42
Jason Bell,13,19,68.42
Andrea Hernandez,13,19,68.42
Michael Glover,13,19,68.42
Joe Smith,13,19,68.42
Cynthia Cruz,13,19,68.42
Christine Lee,13,19,68.42
Debra Hernandez,13,19,68.42
Jamie Lee,13,19,68.42
Kelly Roberts,13,19,68.42
Deborah Martinez,13,19,68.42
Cynthia Walker,13,19,68.42
Jeffrey Morgan,13,19,68.42
Anthony Thomas,26,38,68.42
Michael Bruce,13,19,68.42
Lisa Rivera,13,19,68.42
Laura Robinson,13,19,68.42
Christian Williams,13,19,68.42
Michael Campbell,39,57,68.42
Laura Torres,13,19,68.42
Christopher Gonzales,13,19,68.42
Matthew Woods,13,19,68.42
Ryan Davis,39,57,68.42
Jennifer Larson,13,19,68.42
William Nguyen,13,19,68.42
Heather Cook,13,19,68.42
Jacqueline Garcia,13,19,68.42
Andrea Perez,13,19,68.42
Heather Wright,13,19,68.42
Maria Jackson,13,19,68.42
Kristin Clark,13,19,68.42
Michele Miller,13,19,68.42
Christopher Harrison,13,19,68.42
Lori Anderson,13,19,68.42
Ronald Brown,26,38,68.42
Taylor Lopez,13,19,68.42
Christopher Contreras,13,19,68.42
Tanya Smith,13,19,68.42
Thomas Cook,13,19,68.42
Christine Ramirez,13,19,68.42
Michael Clarke,13,19,68.42
John Long,13,19,68.42
Christopher Sims,13,19,68.42
John Vasquez,13,19,68.42
Lisa Harrison,13,19,68.42
Nicole Cruz,13,19,68.42
Elizabeth Bennett,13,19,68.42
James Simpson,13,19,68.42
Justin Garcia,26,38,68.42
Danielle Jackson,13,19,68.42
April Thomas,13,19,68.42
Lisa Porter,13,19,68.42
Robert Barnes,13,19,68.42
Michael Carter,52,76,68.42
John Smith,197,288,68.4
Angela Davis,41,60,68.33
Jacob Johnson,41,60,68.33
Brandon Jones,41,60,68.33
Robert King,41,60,68.33
Kevin Lopez,28,41,68.29
Ashley Thompson,28,41,68.29
Nicholas Wilson,28,41,68.29
Michael Russell,28,41,68.29
Patrick Brown,28,41,68.29
Patricia Davis,28,41,68.29
Michelle Harris,28,41,68.29
Kimberly Thomas,28,41,68.29
Samantha Brown,28,41,68.29
Matthew Nelson,28,41,68.29
Nancy Johnson,28,41,68.29
Kevin Wilson,28,41,68.29
Mark Lopez,28,41,68.29
Michael Harrison,28,41,68.29
Donald Smith,43,63,68.25
Christine Johnson,45,66,68.18
Andrew Wright,15,22,68.18
Elizabeth Myers,15,22,68.18
Gary Davis,15,22,68.18
Victoria Martinez,15,22,68.18
Ryan Edwards,15,22,68.18
Laura Young,15,22,68.18
Jennifer Cooper,15,22,68.18
Jennifer Patterson,15,22,68.18
Gregory Lopez,15,22,68.18
Lisa Kelly,15,22,68.18
Alan Smith,15,22,68.18
Elizabeth Powell,15,22,68.18
Barbara Davis,15,22,68.18
John Price,15,22,68.18
Cassandra Brown,15,22,68.18
Eric Nelson,15,22,68.18
Jacob Thompson,15,22,68.18
Justin Walker,15,22,68.18
Melissa Flores,15,22,68.18
Eric Walker,15,22,68.18
Daniel Young,30,44,68.18
David Elliott,15,22,68.18
Kathleen Garcia,15,22,68.18
Lisa Sanders,15,22,68.18
Robert Harris,45,66,68.18
Robert Evans,30,44,68.18
Juan Jones,15,22,68.18
Andrew Nelson,15,22,68.18
Amanda Nelson,15,22,68.18
Susan King,15,22,68.18
Christopher Coleman,15,22,68.18
Jacob Robinson,15,22,68.18
Andrea Moore,15,22,68.18
James Munoz,15,22,68.18
Alexander Anderson,15,22,68.18
Mark Carter,15,22,68.18
James Woods,15,22,68.18
David King,45,66,68.18
Gregory Brown,30,44,68.18
Jessica Reynolds,15,22,68.18
Susan Sanchez,15,22,68.18
Christopher Bennett,15,22,68.18
James Nelson,30,44,68.18
Mark Morgan,15,22,68.18
Anthony Wallace,15,22,68.18
Amanda Stewart,15,22,68.18
Michael Walsh,15,22,68.18
Lori Rodriguez,15,22,68.18
Angela Phillips,15,22,68.18
Ryan Jones,45,66,68.18
Douglas Williams,15,22,68.18
Joseph Ross,15,22,68.18
Jeffrey Flores,15,22,68.18
Andrea White,15,22,68.18
Jennifer Gonzales,15,22,68.18
Richard Campbell,15,22,68.18
Daniel Ryan,15,22,68.18
David Lowe,15,22,68.18
Monica Williams,15,22,68.18
Kim Johnson,15,22,68.18
Matthew Evans,15,22,68.18
Daniel Morgan,15,22,68.18
Michael Ramos,30,44,68.18
Austin Smith,30,44,68.18
Mary Ward,15,22,68.18
Jessica Hughes,15,22,68.18
Jennifer Simpson,15,22,68.18
Christopher Tran,15,22,68.18
Mark Sanders,15,22,68.18
Debbie Smith,15,22,68.18
Hannah Davis,15,22,68.18
Jason Edwards,15,22,68.18
James Harris,60,88,68.18
Lisa Johnson,107,157,68.15
Nicholas Johnson,62,91,68.13
James Johnson,171,251,68.13
Robert Thomas,62,91,68.13
William Anderson,47,69,68.12
Daniel Martin,47,69,68.12
Michael Torres,47,69,68.12
Jonathan Smith,79,116,68.1
Stephanie Martinez,32,47,68.09
Michelle Lee,32,47,68.09
Steven Thomas,32,47,68.09
Richard Thompson,32,47,68.09
Brandon Miller,32,47,68.09
David Parker,32,47,68.09
David Johnson,177,260,68.08
Michael Jones,194,285,68.07
Richard Davis,49,72,68.06
Mary Reed,17,25,68.0
Michael Nichols,17,25,68.0
Robert Peterson,17,25,68.0
Douglas Jones,17,25,68.0
Eric Allen,17,25,68.0
Paul Thompson,17,25,68.0
Robert Price,17,25,68.0
Marcus Johnson,17,25,68.0
Paul Green,17,25,68.0
William Stevens,17,25,68.0
Dana Jones,17,25,68.0
James Bailey,17,25,68.0
Steven Young,17,25,68.0
Amanda Baker,17,25,68.0
Jennifer Washington,17,25,68.0
Aaron Anderson,17,25,68.0
Melissa Nguyen,17,25,68.0
Daniel Woods,17,25,68.0
William Lewis,34,50,68.0
Benjamin Moore,17,25,68.0
Daniel Phillips,17,25,68.0
Daniel Long,17,25,68.0
Amy Ramirez,17,25,68.0
Eric Scott,17,25,68.0
Alexander Williams,17,25,68.0
Lauren Martinez,17,25,68.0
Amanda Diaz,17,25,68.0
Gregory Wilson,17,25,68.0
Hannah Miller,17,25,68.0
Jeremy Jackson,17,25,68.0
Paul Martinez,17,25,68.0
Natalie Smith,34,50,68.0
Nicholas Roberts,17,25,68.0
Matthew Ryan,17,25,68.0
Amy Scott,17,25,68.0
Eric Young,17,25,68.0
Shawn Brown,17,25,68.0
Megan Thompson,17,25,68.0
Jordan Smith,34,50,68.0
Danielle Taylor,17,25,68.0
Michael Munoz,17,25,68.0
Timothy Ramirez,17,25,68.0
Elizabeth Mitchell,17,25,68.0
Mary Phillips,17,25,68.0
Todd Jones,17,25,68.0
Edward Davis,17,25,68.0
Stephanie Scott,17,25,68.0
Nicholas Ramirez,17,25,68.0
Michael Parker,53,78,67.95
Jeffrey Johnson,72,106,67.92
Michael Ward,36,53,67.92
Jonathan Jones,36,53,67.92
Joshua Thomas,36,53,67.92
Jessica Clark,36,53,67.92
Angela Johnson,55,81,67.9
Matthew Williams,93,137,67.88
Timothy Walker,19,28,67.86
Patricia Garcia,19,28,67.86
John Cook,19,28,67.86
Aaron Davis,19,28,67.86
Christopher Ward,19,28,67.86
Donna Miller,19,28,67.86
Heather Lopez,19,28,67.86
Michele Johnson,19,28,67.86
Anthony Phillips,19,28,67.86
William Coleman,19,28,67.86
Jennifer Powell,19,28,67.86
Rebecca Walker,19,28,67.86
Stephanie Thomas,38,56,67.86
Jennifer Stevens,19,28,67.86
Stephanie Sanchez,19,28,67.86
Elizabeth Baker,19,28,67.86
David Kennedy,19,28,67.86
Catherine Jones,19,28,67.86
Brian Carter,19,28,67.86
Patricia Anderson,19,28,67.86
Samuel Brown,19,28,67.86
Karen Williams,38,56,67.86
Elizabeth Ward,19,28,67.86
Karen Lee,19,28,67.86
Lori Jones,19,28,67.86
Thomas Scott,19,28,67.86
Samuel Garcia,19,28,67.86
Crystal Wilson,19,28,67.86
Keith Williams,19,28,67.86
Joseph Cook,19,28,67.86
Alexander Brown,19,28,67.86
Matthew Collins,19,28,67.86
Emily White,19,28,67.86
Robert Anderson,57,84,67.86
Vanessa Brown,19,28,67.86
Elizabeth Edwards,19,28,67.86
Rachel Gonzalez,19,28,67.86
Robert Reyes,19,28,67.86
Mary Rodriguez,40,59,67.8
David Williams,141,208,67.79
Melissa Jones,61,90,67.78
Michael Williams,206,304,67.76
John Howard,21,31,67.74
Kristen Johnson,21,31,67.74
Joseph Allen,21,31,67.74
Kelly Lopez,21,31,67.74
Austin Williams,21,31,67.74
Jonathan Robinson,21,31,67.74
Shannon Wilson,21,31,67.74
Michelle Baker,21,31,67.74
Robert Cook,21,31,67.74
Susan Moore,21,31,67.74
Michael Stewart,42,62,67.74
Robert Lee,63,93,67.74
Jessica Johnson,105,155,67.74
Jason Smith,107,158,67.72
Daniel Wilson,44,65,67.69
Jessica Wilson,44,65,67.69
Lisa Brown,88,130,67.69
Michael Scott,67,99,67.68
Michael Harris,90,133,67.67
Jessica Robinson,23,34,67.65
Julie Rodriguez,23,34,67.65
Aaron Smith,46,68,67.65
Heather Jackson,23,34,67.65
Andrew Harris,23,34,67.65
Mark Gonzalez,23,34,67.65
David Gutierrez,23,34,67.65
Brian Young,23,34,67.65
Michael Bryant,23,34,67.65
Jennifer Morris,23,34,67.65
Chad Williams,23,34,67.65
John Wood,23,34,67.65
Daniel Parker,23,34,67.65
Stephanie Robinson,23,34,67.65
Jessica Roberts,23,34,67.65
Emily Taylor,23,34,67.65
Robert Parker,23,34,67.65
Nicholas Hernandez,23,34,67.65
Michael Hayes,23,34,67.65
David Wilson,71,105,67.62
Christopher Johnson,173,256,67.58
Julie Davis,25,37,67.57
Victoria Williams,25,37,67.57
Michael Porter,25,37,67.57
Richard Jones,50,74,67.57
Jeremy Miller,25,37,67.57
Michael Lane,25,37,67.57
Jennifer Ross,25,37,67.57
Anna Jones,25,37,67.57
Timothy Taylor,25,37,67.57
Emily Anderson,25,37,67.57
Aaron Brown,25,37,67.57
Thomas Robinson,25,37,67.57
Lisa Young,25,37,67.57
Michael Richards,25,37,67.57
James Parker,25,37,67.57
Jeffrey Brown,50,74,67.57
Stephen Smith,52,77,67.53
Stephanie Miller,52,77,67.53
Julie Smith,52,77,67.53
Daniel Jones,79,117,67.52
James Torres,27,40,67.5
Mark Jackson,27,40,67.5
Samantha Anderson,27,40,67.5
Stephanie Wilson,27,40,67.5
Karen Martinez,27,40,67.5
Heather Anderson,27,40,67.5
Deborah Williams,27,40,67.5
Joshua Harris,27,40,67.5
Andrew Moore,27,40,67.5
Christopher Thompson,56,83,67.47
Michael Johnson,230,341,67.45
Michael Dunn,29,43,67.44
Eric Anderson,29,43,67.44
William Jackson,29,43,67.44
Danielle Johnson,29,43,67.44
Lisa Williams,89,132,67.42
Steven Brown,60,89,67.42
James Edwards,31,46,67.39
Ashley Brown,62,92,67.39
Michael Gray,31,46,67.39
Kimberly Thompson,31,46,67.39
Samuel Smith,31,46,67.39
Matthew Hernandez,31,46,67.39
Nicholas Davis,33,49,67.35
Matthew Harris,33,49,67.35
John Torres,33,49,67.35
David Ramirez,33,49,67.35
Jonathan Davis,33,49,67.35
John Martin,66,98,67.35
Sarah Hernandez,33,49,67.35
Sara Brown,33,49,67.35
Jeffrey Martinez,33,49,67.35
David Morris,33,49,67.35
Jennifer Williams,136,202,67.33
Michelle Brown,68,101,67.33
Robert Hall,35,52,67.31
Joseph Walker,35,52,67.31
Anthony Rodriguez,35,52,67.31
Robert Allen,35,52,67.31
Kevin Jones,70,104,67.31
Christopher Ramirez,35,52,67.31
Stephen Williams,35,52,67.31
Jennifer Adams,37,55,67.27
Matthew Lopez,37,55,67.27
Robert Perez,37,55,67.27
Jennifer Sanchez,37,55,67.27
Eric Smith,74,110,67.27
Lisa Rodriguez,37,55,67.27
Julie Jones,37,55,67.27
Jeremy Johnson,37,55,67.27
Robert Young,37,55,67.27
Kevin Garcia,37,55,67.27
Brian Smith,113,168,67.26
Michael Davis,150,223,67.26
David Green,39,58,67.24
Matthew Rodriguez,39,58,67.24
Michelle Davis,41,61,67.21
David Young,41,61,67.21
Daniel Taylor,41,61,67.21
Michael Peterson,41,61,67.21
Amanda Thomas,43,64,67.19
Scott Jones,43,64,67.19
David Campbell,45,67,67.16
Melissa Miller,45,67,67.16
Amanda Anderson,47,70,67.14
Jennifer Gonzalez,47,70,67.14
Susan Johnson,51,76,67.11
Jacob Smith,53,79,67.09
Emily Johnson,55,82,67.07
John Martinez,59,88,67.05
Amanda Davis,59,88,67.05
Christopher Gonzalez,59,88,67.05
Angela Jones,59,88,67.05
John Wilson,61,91,67.03
Paul Smith,63,94,67.02
Brian Jones,65,97,67.01
Laura Smith,71,106,66.98
Sarah Williams,71,106,66.98
Jennifer Hernandez,71,106,66.98
Robert Johnson,150,224,66.96
Justin Smith,75,112,66.96
Jennifer Davis,87,130,66.92
Robert Miller,91,136,66.91
Anthony Smith,101,151,66.89
Kimberly Smith,105,157,66.88
Jennifer Jones,135,202,66.83
Michael Crane,8,12,66.67
Julie White,14,21,66.67
Donald Baldwin,6,9,66.67
Sharon Perez,10,15,66.67
Michael Pineda,8,12,66.67
Matthew Wallace,8,12,66.67
Taylor Ramirez,12,18,66.67
Mark Armstrong,8,12,66.67
Sarah Ortiz,6,9,66.67
Brian George,6,9,66.67
Elizabeth Warren,6,9,66.67
Jason Washington,10,15,66.67
Karen Bryant,8,12,66.67
Amanda Herrera,6,9,66.67
Renee Thomas,6,9,66.67
Julie Ward,6,9,66.67
Alyssa Hernandez,8,12,66.67
Holly Lewis,6,9,66.67
Laura Wright,12,18,66.67
Robert Fry,6,9,66.67
Michael Carrillo,6,9,66.67
Anthony Kelly,8,12,66.67
Michael Jensen,12,18,66.67
Chelsea Sanchez,6,9,66.67
Robert Espinoza,6,9,66.67
Amber Stewart,6,9,66.67
Sarah Bradley,6,9,66.67
David Lawson,16,24,66.67
Sharon Williams,18,27,66.67
Elizabeth Holland,6,9,66.67
Catherine Johnson,28,42,66.67
Robert Mills,14,21,66.67
Pamela Martinez,12,18,66.67
Andrew Bishop,6,9,66.67
Michelle Torres,16,24,66.67
Laura Hill,8,12,66.67
Jennifer Greene,12,18,66.67
John Contreras,10,15,66.67
Erica White,8,12,66.67
Thomas Holland,6,9,66.67
Joseph Davis,40,60,66.67
Christopher Sutton,6,9,66.67
William Lynch,6,9,66.67
Michael Reyes,36,54,66.67
Natalie Lee,10,15,66.67
Emma Jones,6,9,66.67
Kevin Gonzales,8,12,66.67
Richard Oliver,8,12,66.67
Samuel Clark,8,12,66.67
Nicholas Sullivan,6,9,66.67
Jonathan Sanders,6,9,66.67
Eric Gomez,6,9,66.67
Nancy Green,6,9,66.67
Joseph Fields,6,9,66.67
James Brown,114,171,66.67
Robert Harvey,8,12,66.67
Amy Guerrero,6,9,66.67
Tiffany Chavez,6,9,66.67
Steven Reyes,10,15,66.67
Kevin Watts,6,9,66.67
Sara Wright,6,9,66.67
Jessica Pierce,10,15,66.67
Kimberly Carr,8,12,66.67
Nicole Brooks,8,12,66.67
Brandon Adams,14,21,66.67
Bruce Harris,6,9,66.67
Leslie Wilson,6,9,66.67
David Adkins,6,9,66.67
Mark Alexander,8,12,66.67
Cindy Murphy,6,9,66.67
Gina Lee,6,9,66.67
Joseph Medina,8,12,66.67
Wendy Ellis,6,9,66.67
Kathleen Perez,8,12,66.67
Brian Franklin,6,9,66.67
Ashley Sanders,12,18,66.67
Ashley Sullivan,6,9,66.67
Troy Johnson,16,24,66.67
Anthony Young,14,21,66.67
Amanda Obrien,6,9,66.67
Samantha Garcia,22,33,66.67
Deanna Miller,6,9,66.67
Stephen Adams,10,15,66.67
Richard Soto,6,9,66.67
Elizabeth Peters,8,12,66.67
Kimberly Lane,8,12,66.67
Julie Morales,6,9,66.67
Courtney Evans,6,9,66.67
Kathryn Miller,16,24,66.67
Chris Smith,14,21,66.67
Daniel Anderson,46,69,66.67
James Lyons,6,9,66.67
Laura Pierce,8,12,66.67
Krista Jones,8,12,66.67
Kenneth Miller,30,45,66.67
Amanda Chapman,6,9,66.67
Timothy Griffin,6,9,66.67
Cindy Martinez,12,18,66.67
Jessica Cruz,18,27,66.67
Nicholas Nelson,12,18,66.67
John Terry,10,15,66.67
Jodi Williams,8,12,66.67
Peter Robinson,6,9,66.67
Caleb Smith,10,15,66.67
Brandon Ramos,6,9,66.67
Leslie Brown,12,18,66.67
Morgan Rodriguez,6,9,66.67
Joshua Guerrero,6,9,66.67
Gina Nelson,6,9,66.67
Samantha Morgan,6,9,66.67
Rachel Young,16,24,66.67
Julie Green,8,12,66.67
Anna Wilson,10,15,66.67
John Flores,24,36,66.67
Kelsey Smith,24,36,66.67
Sarah Scott,22,33,66.67
Kathryn Nguyen,6,9,66.67
Steven Tran,8,12,66.67
Michelle Montgomery,8,12,66.67
Jonathan Williams,42,63,66.67
Kevin Green,18,27,66.67
Brian Haynes,8,12,66.67
Laura Larson,6,9,66.67
Matthew Nicholson,6,9,66.67
Deborah Campbell,6,9,66.67
George Hernandez,14,21,66.67
Amanda Munoz,6,9,66.67
Aaron Nguyen,6,9,66.67
Christopher Foley,8,12,66.67
Alexander Martinez,10,15,66.67
Michelle Mckinney,8,12,66.67
Bradley Hall,6,9,66.67
Cindy Jones,14,21,66.67
Michael Stein,6,9,66.67
Raymond Taylor,6,9,66.67
April Martin,10,15,66.67
Tracy Davis,14,21,66.67
Natalie Wilson,6,9,66.67
Daniel Bailey,12,18,66.67
Jared Thomas,6,9,66.67
Phillip Wilson,6,9,66.67
Erica Gonzalez,12,18,66.67
Lisa Morales,14,21,66.67
Jeffrey Elliott,8,12,66.67
Cheyenne Johnson,6,9,66.67
Stephanie Fox,6,9,66.67
David Good,6,9,66.67
Amanda Mills,8,12,66.67
Kelly Flores,14,21,66.67
Robert Gutierrez,18,27,66.67
Edward Lopez,8,12,66.67
Michael Petersen,8,12,66.67
Michael Medina,20,30,66.67
Michael Wiggins,8,12,66.67
Elizabeth Bishop,6,9,66.67
Matthew Owens,12,18,66.67
Sandra Williams,22,33,66.67
Erin Bryant,8,12,66.67
David Bowman,8,12,66.67
Lisa Owens,10,15,66.67
Cynthia Jones,26,39,66.67
Monica Scott,6,9,66.67
Pamela Bell,6,9,66.67
Jennifer Pearson,10,15,66.67
Robin Taylor,6,9,66.67
Heidi Williams,8,12,66.67
Theresa Thomas,10,15,66.67
Scott Burton,6,9,66.67
James Le,6,9,66.67
Henry King,6,9,66.67
Kimberly Hogan,6,9,66.67
Justin Dixon,8,12,66.67
Michael Hobbs,8,12,66.67
Rebecca Robinson,20,30,66.67
David George,6,9,66.67
Benjamin Schmidt,6,9,66.67
Patricia Taylor,20,30,66.67
Allison Mitchell,6,9,66.67
Thomas Alexander,6,9,66.67
Gabriel Brown,8,12,66.67
Matthew Robertson,8,12,66.67
David Vasquez,12,18,66.67
Austin Martinez,10,15,66.67
Julie Price,6,9,66.67
Jacob James,6,9,66.67
Lauren Butler,6,9,66.67
Robert Nguyen,26,39,66.67
Anita Johnson,8,12,66.67
Jesse Young,6,9,66.67
Alicia Scott,6,9,66.67
Megan Nguyen,8,12,66.67
Michael Silva,18,27,66.67
Todd Moore,6,9,66.67
Elizabeth Coleman,8,12,66.67
Heather Ortiz,10,15,66.67
Amanda Bates,6,9,66.67
Taylor Wright,6,9,66.67
Melissa Hutchinson,6,9,66.67
Christopher Mccormick,6,9,66.67
Anthony Lucas,6,9,66.67
Jessica Pearson,8,12,66.67
Kelly Kelly,10,15,66.67
Kenneth Foster,6,9,66.67
Roger Thompson,8,12,66.67
Steven Rogers,12,18,66.67
Laura Caldwell,6,9,66.67
Robin Stewart,6,9,66.67
Jeremy Morgan,10,15,66.67
Daniel Jenkins,12,18,66.67
Brian Cox,14,21,66.67
Elizabeth Evans,18,27,66.67
Ryan Hamilton,10,15,66.67
Joshua Burke,6,9,66.67
Stephanie Campbell,14,21,66.67
Julie Sanchez,8,12,66.67
Shannon Roberts,8,12,66.67
Brenda Wood,6,9,66.67
John Ramos,18,27,66.67
Sandra Hall,10,15,66.67
Tonya Clark,6,9,66.67
Ashley Obrien,6,9,66.67
Kevin Ward,6,9,66.67
Kristina Lewis,6,9,66.67
Tammy Collins,8,12,66.67
Joshua Graham,8,12,66.67
Jason Silva,6,9,66.67
James Hampton,8,12,66.67
Jeremy Williams,26,39,66.67
Julie Ellis,6,9,66.67
Michael Alexander,24,36,66.67
Lauren Ross,6,9,66.67
Joseph Oliver,6,9,66.67
Kevin Garrett,6,9,66.67
Ashley Gentry,6,9,66.67
Lisa Bowers,6,9,66.67
Jeffrey Kim,8,12,66.67
Cynthia Garcia,18,27,66.67
Crystal Smith,46,69,66.67
Nicole Thomas,26,39,66.67
David Atkins,6,9,66.67
Kimberly Welch,6,9,66.67
Jennifer Finley,6,9,66.67
Lauren Hunter,6,9,66.67
Scott Gray,8,12,66.67
Benjamin Mitchell,8,12,66.67
Rachel Black,6,9,66.67
Robert Berg,6,9,66.67
Brian Harvey,6,9,66.67
Jennifer Paul,6,9,66.67
Kyle Richardson,8,12,66.67
Jennifer Ray,8,12,66.67
Megan Parker,10,15,66.67
Vanessa Jackson,8,12,66.67
Melissa Carroll,8,12,66.67
Mary Owens,8,12,66.67
Eric Simmons,6,9,66.67
Christopher Blackburn,6,9,66.67
Stephanie Tyler,6,9,66.67
Alexis Anderson,6,9,66.67
Melissa Zimmerman,6,9,66.67
Cindy Harris,6,9,66.67
Tammy James,6,9,66.67
Diana Young,6,9,66.67
James Prince,6,9,66.67
Daniel Contreras,6,9,66.67
David Gibbs,6,9,66.67
Kristin Adams,6,9,66.67
Jeffrey Curtis,6,9,66.67
Joshua Jackson,24,36,66.67
Tracy Hughes,6,9,66.67
Natalie Miller,12,18,66.67
Joseph Cox,14,21,66.67
Virginia Davis,6,9,66.67
Ashley Espinoza,6,9,66.67
Harry Smith,6,9,66.67
Brittany Payne,6,9,66.67
Robert Fisher,14,21,66.67
Jerry Clark,6,9,66.67
Julie Harris,8,12,66.67
Alexis Smith,30,45,66.67
Mark Dunn,8,12,66.67
Brandon Garza,6,9,66.67
Kimberly Lopez,30,45,66.67
Amanda Stone,8,12,66.67
Stephanie Munoz,6,9,66.67
Linda Moore,8,12,66.67
Daniel Ponce,6,9,66.67
Nancy Hall,6,9,66.67
Richard Robbins,6,9,66.67
Lisa Lawrence,6,9,66.67
Mark Hayes,8,12,66.67
Karen Nelson,10,15,66.67
Joseph Greene,10,15,66.67
Matthew Palmer,6,9,66.67
Jason Richards,8,12,66.67
Courtney Boyd,6,9,66.67
Anthony Moreno,10,15,66.67
Cheryl Miller,12,18,66.67
Jeremy Taylor,6,9,66.67
Elizabeth Hunter,10,15,66.67
Michael Davenport,6,9,66.67
Michael Jimenez,20,30,66.67
Jennifer Cobb,6,9,66.67
Jennifer Hunter,8,12,66.67
Amy Long,6,9,66.67
David Bryant,20,30,66.67
Lisa Henry,10,15,66.67
James Glover,6,9,66.67
Melissa Bryant,8,12,66.67
Jennifer Maldonado,8,12,66.67
Amy Perry,6,9,66.67
Natalie Anderson,10,15,66.67
Joshua Watts,6,9,66.67
Tracy Perez,10,15,66.67
Benjamin Rogers,8,12,66.67
Kathryn Lee,6,9,66.67
Amanda Jenkins,6,9,66.67
Andrew Guerrero,6,9,66.67
Ryan Wallace,8,12,66.67
David Brady,6,9,66.67
Patricia Reynolds,8,12,66.67
Jessica Burton,6,9,66.67
Robert Johnston,8,12,66.67
David Robles,6,9,66.67
Justin Mcdonald,8,12,66.67
Amy Ortiz,6,9,66.67
Mark Hart,6,9,66.67
Joseph Barber,6,9,66.67
Karen Taylor,18,27,66.67
Thomas Gibbs,6,9,66.67
Tony Lopez,6,9,66.67
Brandon Alvarez,6,9,66.67
Tiffany Young,10,15,66.67
Michelle Hughes,8,12,66.67
Samuel Morris,6,9,66.67
Michael Beard,6,9,66.67
Yvonne Smith,6,9,66.67
Derek Williams,16,24,66.67
Angela Andrews,6,9,66.67
Julie Henry,6,9,66.67
Alicia Hernandez,8,12,66.67
Joseph Cooper,14,21,66.67
Jennifer Dillon,6,9,66.67
Scott Gibson,8,12,66.67
William Jacobs,6,9,66.67
Cody Hill,6,9,66.67
Michelle Gordon,8,12,66.67
Christopher Kaufman,6,9,66.67
Michael Kent,8,12,66.67
Crystal Coleman,6,9,66.67
Matthew Dawson,6,9,66.67
Thomas Nichols,10,15,66.67
Michael Franco,6,9,66.67
David Abbott,10,15,66.67
Joseph Moody,6,9,66.67
Austin Miller,10,15,66.67
Benjamin Garcia,12,18,66.67
Andrew Powell,6,9,66.67
Michael Morrow,6,9,66.67
Madison Jackson,6,9,66.67
Jessica Simmons,12,18,66.67
Juan Thomas,6,9,66.67
Robert Davidson,6,9,66.67
Ashley Guzman,8,12,66.67
Christina Smith,58,87,66.67
Patricia Castillo,6,9,66.67
Brian Herrera,10,15,66.67
Lisa Powell,14,21,66.67
Jeffrey Coleman,8,12,66.67
Andrew Robinson,20,30,66.67
Mark Wells,8,12,66.67
Ashley Snyder,6,9,66.67
Mark Richardson,10,15,66.67
Bradley Gonzalez,8,12,66.67
Dawn Moore,14,21,66.67
Katie Taylor,8,12,66.67
Jennifer Saunders,6,9,66.67
Pamela Anderson,10,15,66.67
Angela Russell,12,18,66.67
Heather Morgan,8,12,66.67
Joseph Chavez,10,15,66.67
Jon Jones,6,9,66.67
Mary Garcia,36,54,66.67
Erica Harris,8,12,66.67
Dawn Bennett,6,9,66.67
Pamela Gonzalez,8,12,66.67
Patrick Webb,6,9,66.67
Barbara Scott,8,12,66.67
Jon Thompson,6,9,66.67
Jordan Garcia,16,24,66.67
Ashley Jenkins,10,15,66.67
Paul Rogers,10,15,66.67
Jeffrey Porter,8,12,66.67
Jennifer Hodges,6,9,66.67
Joanna Brown,6,9,66.67
John Nunez,8,12,66.67
Andrea Ramirez,10,15,66.67
Gerald Anderson,8,12,66.67
Erica Martin,8,12,66.67
Christopher Spencer,8,12,66.67
Jerry Thomas,6,9,66.67
Jessica Douglas,6,9,66.67
John Watson,18,27,66.67
Shawn Simmons,6,9,66.67
Michael Mcdaniel,8,12,66.67
Heather Kim,6,9,66.67
Kevin Sullivan,8,12,66.67
Ronald Stewart,6,9,66.67
Whitney Miller,6,9,66.67
Jessica Nichols,8,12,66.67
Anthony Rice,6,9,66.67
Anthony Morrison,6,9,66.67
John Jacobs,14,21,66.67
Maria Ward,8,12,66.67
April Taylor,10,15,66.67
Christopher Maldonado,6,9,66.67
Christopher House,6,9,66.67
Molly Brown,6,9,66.67
Jennifer Oliver,10,15,66.67
Lisa Swanson,6,9,66.67
Robert Grant,12,18,66.67
Rebecca Russell,6,9,66.67
Kelly Gonzalez,20,30,66.67
Steven Patel,8,12,66.67
Paula Williams,14,21,66.67
Christina Shaw,6,9,66.67
Ronald Young,12,18,66.67
Anthony Chapman,6,9,66.67
Maria Hernandez,16,24,66.67
Sarah Morgan,10,15,66.67
Cheryl Anderson,6,9,66.67
Elizabeth Hines,6,9,66.67
Christian Hernandez,10,15,66.67
Beth Johnson,10,15,66.67
Luis Garcia,6,9,66.67
Scott Sullivan,6,9,66.67
Valerie Thomas,8,12,66.67
Patrick Phillips,6,9,66.67
Adam Wagner,6,9,66.67
Brian Rice,12,18,66.67
Mitchell Johnson,12,18,66.67
Robert Pierce,8,12,66.67
Anthony Stephens,6,9,66.67
Joshua Little,6,9,66.67
Robert Silva,14,21,66.67
Melissa Ortiz,12,18,66.67
Kristina King,6,9,66.67
Christine Butler,6,9,66.67
Deanna Johnson,12,18,66.67
